name,link,template
Oakland University,https://goldengrizzlies.com/sports/mens-soccer/roster,1.0
Ohio State University,https://ohiostatebuckeyes.com/sports/mens-soccer/roster,
Old Dominion University,https://odusports.com/sports/mens-soccer/roster,
Oral Roberts University,https://oruathletics.com/sports/mens-soccer/roster,1.0
Oregon State University,https://osubeavers.com/sports/mens-soccer/roster,
Penn State,https://gopsusports.com/sports/mens-soccer/roster,4.0
Presbyterian College,https://gobluehose.com/sports/mens-soccer/roster,1.0
Princeton University,https://goprincetontigers.com/sports/mens-soccer/roster,2.0
Providence College,https://friars.com/sports/mens-soccer/roster,2.0
Purdue University – Fort Wayne,https://gomastodons.com/sports/mens-soccer/roster,
Queens University of Charlotte,https://queensathletics.com/sports/mens-soccer/roster,1.0
Quinnipiac University,https://gobobcats.com/sports/mens-soccer/roster,1.0
Radford University,https://radfordathletics.com/sports/mens-soccer/roster,1.0
Rider University,https://gobroncs.com/sports/mens-soccer/roster,1.0
Robert Morris University – Pennsylvania,https://rmucolonials.com/sports/mens-soccer/roster,1.0
Rutgers University,https://scarletknights.com/sports/mens-soccer/roster,1.0
Sacred Heart University,https://sacredheartpioneers.com/sports/mens-soccer/roster,1.0
Saint Joseph's University,https://sjuhawks.com/sports/mens-soccer/roster,1.0
Saint Louis University,https://slubillikens.com/sports/mens-soccer/roster,1.0
Saint Mary's College of California,https://smcgaels.com/sports/mens-soccer/roster,1.0
Saint Peter's University,https://saintpeterspeacocks.com/sports/mens-soccer/roster,1.0
San Diego State University,https://goaztecs.com/sports/mens-soccer/roster,
San Jose State University,https://sjsuspartans.com/sports/mens-soccer/roster,4.0
Santa Clara University,https://santaclarabroncos.com/sports/mens-soccer/roster,1.0
Seattle University,https://goseattleu.com/sports/msoc/roster,1.0
Seton Hall University,https://shupirates.com/sports/mens-soccer/roster,2.0
Siena College,https://sienasaints.com/sports/mens-soccer/roster,1.0
Southern Illinois University Edwardsville,https://siuecougars.com/sports/mens-soccer/roster,1.0
Southern Methodist University – SMU,https://smumustangs.com/sports/mens-soccer/roster,1.0
St. Bonaventure University,https://gobonnies.com/sports/mens-soccer/roster,1.0
St. John's University – New York,https://redstormsports.com/sports/mens-soccer/roster,2.0
Stanford University,https://gostanford.com/sports/mens-soccer/roster,4.0
Stetson University,https://gohatters.com/sports/mens-soccer/roster,1.0
Stonehill College,https://stonehillskyhawks.com/sports/mens-soccer/roster,1.0
SUNY Binghamton University,https://binghamtonbearcats.com/sports/mens-soccer/roster,1.0
SUNY Stony Brook University,https://stonybrookathletics.com/sports/mens-soccer/roster,1.0
SUNY University at Albany,https://ualbanysports.com/sports/mens-soccer/roster,1.0
Syracuse University,https://cuse.com/sports/mens-soccer/roster,2.0
Temple University,https://owlsports.com/sports/mens-soccer/roster,2.0
United States Air Force Academy,https://goairforcefalcons.com/sports/mens-soccer/roster,2.0
United States Military Academy,https://goarmywestpoint.com/sports/mens-soccer/roster,2.0
United States Naval Academy,https://navysports.com/sports/mens-soccer/roster,1.0
University of Akron,https://gozips.com/sports/mens-soccer/roster,
University of Alabama – Birmingham,https://uabsports.com/sports/mens-soccer/roster,2.0
University of Arkansas – Cossatot,https://uacossatotcolts.com/sports/msoc/2023-24/roster,
University of California – Berkeley,https://calbears.com/sports/mens-soccer/roster,1.0
University of California – Davis,https://ucdavisaggies.com/sports/mens-soccer/roster,1.0
University of California – Irvine,https://ucirvinesports.com/sports/mens-soccer/roster,1.0
University of California – Los Angeles – UCLA,https://uclabruins.com/sports/mens-soccer/roster,5.0
University of California – Riverside,https://gohighlanders.com/sports/mens-soccer/roster,1.0
University of California – San Diego,https://ucsdtritons.com/sports/mens-soccer/roster,1.0
University of California – Santa Barbara,https://ucsbgauchos.com/sports/mens-soccer/roster,1.0
University of Central Arkansas,https://ucasports.com/sports/mens-soccer/roster,3.0
University of Central Florida,https://ucfknights.com/sports/mens-soccer/roster,4.0
University of Connecticut,https://uconnhuskies.com/sports/mens-soccer/roster,2.0
University of Dayton,https://daytonflyers.com/sports/mens-soccer/roster,1.0
University of Delaware,https://bluehens.com/sports/mens-soccer/roster,2.0
University of Denver,https://denverpioneers.com/sports/mens-soccer/roster,1.0
University of Detroit Mercy,https://detroittitans.com/sports/mens-soccer/roster,1.0
University of Evansville,https://gopurpleaces.com/sports/mens-soccer/roster,1.0
University of Houston,https://www.uhvjaguars.com/sports/msoc/2024-25/roster,
University of Illinois at Chicago,https://uicflames.com/sports/mens-soccer/roster,1.0
University of Kentucky,https://ukathletics.com/sports/msoc/roster/,
University of Louisville,https://gocards.com/sports/mens-soccer/roster,2.0
University of Maryland,https://umterps.com/sports/mens-soccer/roster,1.0
University of Maryland – Baltimore County,https://umbcretrievers.com/sports/mens-soccer/roster,1.0
University of Massachusetts – Amherst,https://umassathletics.com/sports/mens-soccer/roster,2.0
University of Massachusetts – Lowell,https://goriverhawks.com/sports/mens-soccer/roster,1.0
University of Memphis,https://gotigersgo.com/sports/mens-soccer/roster,2.0
University of Michigan,https://mgoblue.com/sports/mens-soccer/roster,2.0
University of Missouri – Kansas City,https://kcroos.com/sports/mens-soccer/roster,2.0
University of Nebraska at Omaha,https://omavs.com/sports/mens-soccer/roster,1.0
University of Nevada – Las Vegas,https://unlvrebels.com/sports/mens-soccer/roster,1.0
University of New Hampshire,https://unhwildcats.com/sports/mens-soccer/roster,2.0
University of North Carolina – Greensboro,https://uncgspartans.com/sports/mens-soccer/roster,1.0
University of North Carolina – Wilmington,https://uncwsports.com/sports/mens-soccer/roster,1.0
University of North Carolina Asheville,https://uncabulldogs.com/sports/mens-soccer/roster,2.0
University of North Carolina at Chapel Hill,https://goheels.com/sports/mens-soccer/roster,2.0
University of North Carolina at Charlotte,https://charlotte49ers.com/sports/mens-soccer/roster,1.0
University of North Florida,https://unfospreys.com/sports/mens-soccer/roster,1.0
University of Notre Dame,https://fightingirish.com/sports/msoc/roster/,5.0
University of Pennsylvania – Penn,https://pennathletics.com/sports/mens-soccer/roster,1.0
University of Pittsburgh,https://pittsburghpanthers.com/sports/mens-soccer/roster,2.0
University of Portland,https://portlandpilots.com/sports/mens-soccer/roster,1.0
University of Rhode Island,https://gorhody.com/sports/mens-soccer/roster,1.0
University of San Diego,https://usdtoreros.com/sports/mens-soccer/roster,3.0
University of San Francisco,https://usfdons.com/sports/mens-soccer/roster,1.0
University of South Carolina,https://gamecocksonline.com/sports/msoc/roster/,5.0
University of South Carolina – Upstate,https://upstatespartans.com/sports/mens-soccer/roster,1.0
University of South Florida,https://gousfbulls.com/sports/mens-soccer/roster,1.0
University of Southern Indiana,https://usiscreamingeagles.com/sports/mens-soccer/roster,1.0
University of St. Thomas – Minnesota,https://tommiesports.com/sports/msoc/roster,2.0
University of Texas – Rio Grande Valley,https://goutrgv.com/sports/mens-soccer/roster,1.0
University of the Incarnate Word,https://uiwcardinals.com/sports/mens-soccer/roster,1.0
University of the Pacific,https://pacifictigers.com/sports/mens-soccer/roster,1.0
University of Tulsa,https://tulsahurricane.com/sports/mens-soccer/roster,2.0
University of Vermont,https://uvmathletics.com/sports/mens-soccer/roster,1.0
University of Virginia,https://virginiasports.com/sports/msoc/roster/,5.0
University of Washington,https://gohuskies.com/sports/mens-soccer/roster,1.0
University of Wisconsin,https://uwbadgers.com/sports/mens-soccer/roster,1.0
University of Wisconsin – Green Bay,https://greenbayphoenix.com/sports/mens-soccer/roster,1.0
University of Wisconsin – Milwaukee,https://mkepanthers.com/sports/mens-soccer/roster,1.0
Utah Valley University,https://gouvu.com/sports/mens-soccer/roster,1.0
Villanova University,https://villanova.com/sports/mens-soccer/roster,1.0
Virginia Commonwealth University,https://vcuathletics.com/sports/mens-soccer/roster,1.0
Virginia Military Institute – VMI,https://vmikeydets.com/sports/mens-soccer/roster,1.0
Virginia Tech,https://hokiesports.com/sports/mens-soccer/roster,
Wake Forest University,https://godeacs.com/sports/mens-soccer/roster,2.0
West Virginia University,https://wvusports.com/sports/mens-soccer/roster,1.0
Western Illinois University,https://goleathernecks.com/sports/mens-soccer/roster,1.0
Western Michigan University,https://wmubroncos.com/sports/mens-soccer/roster,1.0
William & Mary,https://tribeathletics.com/sports/mens-soccer/roster,1.0
Winthrop University,https://winthropeagles.com/sports/mens-soccer/roster,3.0
Wofford College,https://woffordterriers.com/sports/mens-soccer/roster/2025,1.0
Wright State University,https://wsuraiders.com/sports/mens-soccer/roster,1.0
Xavier University,https://goxavier.com/sports/mens-soccer/roster,5.0
Yale University,https://yalebulldogs.com/sports/mens-soccer/roster,1.0
